"","r_mf_9a_6p","r_mf_6p_10","r_sa_9a_6p","r_sa_6p_10","r_su_9a_6p","r_su_6p_10","t_mf_9a_6p","t_mf_6p_10","t_sa_9a_6p","t_sa_6p_10","t_su_9a_6p","t_su_6p_10","credit_card","longitude","latitude","geo_local_area","avg_rate","avg_time","rate_level","time_level"
"2487",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.155646493487,49.2352531010402,"Arbutus-Ridge",1,3,"very low","very low"
"2488",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.155684695975,49.2341780447744,"Kerrisdale",1,3,"very low","very low"
"2489",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.144257748795,49.2680809952269,"Fairview",1,3.5,"very low","very low"
"2490",5,1,5,1,5,1,2,4,2,4,2,4,"No",-123.153806913712,49.2682334884206,"Kitsilano",3,3,"low","very low"
"2491",4,5,4,5,4,5,2,4,2,4,2,4,"Yes",-123.124157034647,49.2851280300751,"West End",4.5,3,"moderate","very low"
"2492",5,1,5,1,5,1,2,4,2,4,2,4,"No",-123.154143869228,49.2682385444504,"Kitsilano",3,3,"low","very low"
"2493",5,1,5,1,5,1,2,4,2,4,2,4,"No",-123.154652617376,49.2682467608751,"Kitsilano",3,3,"low","very low"
"2494",5,1,5,1,5,1,2,4,2,4,2,4,"No",-123.154820010752,49.2682497569832,"Kitsilano",3,3,"low","very low"
"2495",5,1,5,1,5,1,2,4,2,4,2,4,"No",-123.154149102199,49.2680695266303,"Kitsilano",3,3,"low","very low"
"2496",5,1,5,1,5,1,2,4,2,4,2,4,"No",-123.154326458807,49.2680719164774,"Kitsilano",3,3,"low","very low"
"2497",5,4,5,4,5,4,2,4,2,4,2,4,"No",-123.104948308682,49.2826662123015,"Downtown",4.5,3,"moderate","very low"
"2498",0.5,0.5,0.5,0.5,0.5,0.5,24,24,24,24,24,24,"No",-123.106731621075,49.2632014133684,"Mount Pleasant",0.5,24,"very low","very high"
"2499",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.096225417684,49.2821583728671,"Strathcona",1,3,"very low","very low"
"2500",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.096225417684,49.2821583728671,"Strathcona",1,3,"very low","very low"
"2501",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.094113430654,49.2821182307688,"Strathcona",1,3,"very low","very low"
"2502",3,2,3,2,3,2,3,4,3,4,3,4,"No",-123.104476636161,49.2796223834864,"Downtown",2.5,3.5,"low","very low"
"2503",2,6,2,6,2,6,2,4,2,4,2,4,"Yes",-123.155084916162,49.2719053292198,"Kitsilano",4,3,"moderate","very low"
"2504",2,2,2,2,2,2,3,4,3,4,3,4,"No",-123.155354645619,49.2379522490304,"Arbutus-Ridge",2,3.5,"low","very low"
"2505",2,2,2,2,2,2,3,4,3,4,3,4,"No",-123.155354645619,49.2379522490304,"Arbutus-Ridge",2,3.5,"low","very low"
"2506",1,2,1,2,1,2,2,4,2,4,2,4,"No",-123.102224301806,49.2787030845406,"Downtown",1.5,3,"very low","very low"
"2507",2,6,2,6,2,6,2,4,2,4,2,4,"No",-123.155457753427,49.2725243182901,"Kitsilano",4,3,"moderate","very low"
"2508",2,2,2,2,2,2,3,4,3,4,3,4,"No",-123.105598842938,49.2805403289767,"Downtown",2,3.5,"low","very low"
"2509",2,6,2,6,2,6,2,4,2,4,2,4,"No",-123.155081741251,49.272015164818,"Kitsilano",4,3,"moderate","very low"
"2510",5,1,5,1,5,1,2,4,2,4,2,4,"No",-123.139338968143,49.2696231598979,"Fairview",3,3,"low","very low"
"2511",4,1,4,1,4,1,2,4,4,4,4,4,"Yes",-123.139143169971,49.2579561442043,"Fairview",2.5,3.66666666666667,"low","very low"
"2512",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.098175454341,49.2821940715098,"Strathcona",1.5,3,"very low","very low"
"2513",2,4,2,4,2,4,2,4,2,4,2,4,"No",-123.125384811546,49.2833055772909,"West End",3,3,"low","very low"
"2514",4,3,4,3,4,3,2,4,2,4,2,4,"No",-123.155788996069,49.2682654734694,"Kitsilano",3.5,3,"low","very low"
"2515",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.118650818863,49.2746715919226,"Downtown",1,3.5,"very low","very low"
"2516",5,3,5,3,5,3,2,4,2,4,2,4,"No",-123.156756751533,49.2345276528302,"Kerrisdale",4,3,"moderate","very low"
"2517",5,3,5,3,5,3,2,4,2,4,2,4,"No",-123.157102545112,49.2345330120179,"Kerrisdale",4,3,"moderate","very low"
"2518",2,4,2,4,2,4,2,4,2,4,2,4,"No",-123.125384811546,49.2833055772909,"West End",3,3,"low","very low"
"2519",5,6,5,6,5,6,2,4,2,4,2,4,"No",-123.149218732533,49.2679911114461,"Kitsilano",5.5,3,"moderate","very low"
"2520",2,4,2,4,2,4,2,4,2,4,2,4,"No",-123.125332114659,49.2831944990582,"West End",3,3,"low","very low"
"2521",4,1,4,1,4,1,2,4,4,4,4,4,"Yes",-123.138333182057,49.2597854842409,"Fairview",2.5,3.66666666666667,"low","very low"
"2522",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.144393067118,49.2679127958451,"Fairview",1,3.5,"very low","very low"
"2523",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.122494135029,49.2782176128365,"Downtown",1,3.5,"very low","very low"
"2524",3,1,3,1,3,1,2,4,2,4,2,4,"No",-123.143261854645,49.2695506107228,"Fairview",2,3,"low","very low"
"2525",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.12285733011,49.2779780452983,"Downtown",1,3.5,"very low","very low"
"2526",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.12309767284,49.2778191144526,"Downtown",1,3.5,"very low","very low"
"2527",3,1,3,1,3,1,2,4,4,4,4,4,"Yes",-123.138216864917,49.2580266001773,"Fairview",2,3.66666666666667,"low","very low"
"2528",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.16076093516,49.234584226267,"Kerrisdale",1.5,3,"very low","very low"
"2529",5,4,5,4,5,4,2,4,2,4,2,4,"No",-123.105936365831,49.2828467703794,"Downtown",4.5,3,"moderate","very low"
"2530",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.103044399641,49.2627480020272,"Mount Pleasant",1,3,"very low","very low"
"2531",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.143128165206,49.2681939404977,"Fairview",1,3,"very low","very low"
"2532",5,4,5,4,5,4,2,4,2,4,2,4,"No",-123.104863368969,49.2825075335498,"Downtown",4.5,3,"moderate","very low"
"2533",5,4,5,4,5,4,2,4,2,4,2,4,"No",-123.105413704634,49.2826093169616,"Downtown",4.5,3,"moderate","very low"
"2534",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.125828694812,49.272843650509,"Downtown",1,3.5,"very low","very low"
"2535",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.125823233826,49.2727396360494,"Downtown",1,3.5,"very low","very low"
"2536",3,5,3,5,3,5,3,4,3,4,3,4,"No",-123.146192990373,49.2679421416198,"Kitsilano",4,3.5,"moderate","very low"
"2537",3,5,3,5,3,5,3,4,3,4,3,4,"No",-123.146689320883,49.2679501029809,"Kitsilano",4,3.5,"moderate","very low"
"2538",3,5,3,5,3,5,3,4,3,4,3,4,"No",-123.146855598456,49.2679527972116,"Kitsilano",4,3.5,"moderate","very low"
"2539",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.153121542048,49.2623210313798,"Kitsilano",1,3,"very low","very low"
"2540",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.15312579309,49.2622112931727,"Kitsilano",1,3,"very low","very low"
"2541",3,1,3,1,3,1,2,4,2,4,2,4,"No",-123.111173641745,49.2630613250342,"Mount Pleasant",2,3,"low","very low"
"2542",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.099753560485,49.2820927655401,"Downtown",1,3,"very low","very low"
"2543",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.101153712943,49.2622727108829,"Mount Pleasant",1,3,"very low","very low"
"2544",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.101190054013,49.2615070249076,"Mount Pleasant",1,3,"very low","very low"
"2545",3,5,3,5,3,5,3,4,3,4,3,4,"No",-123.146027179589,49.2679392299608,"Kitsilano",4,3.5,"moderate","very low"
"2546",2,2,2,2,2,2,3,4,3,4,3,4,"No",-123.106056126425,49.279870992608,"Downtown",2,3.5,"low","very low"
"2547",2,2,2,2,2,2,3,4,3,4,3,4,"No",-123.106101584325,49.2797635484199,"Downtown",2,3.5,"low","very low"
"2548",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.098455273873,49.2741116885784,"Strathcona",1,3,"very low","very low"
"2549",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.098460840377,49.2740005482712,"Strathcona",1,3,"very low","very low"
"2550",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.162117188273,49.2346052598521,"Kerrisdale",1,3,"very low","very low"
"2551",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.162457295457,49.2346104400816,"Arbutus-Ridge",1,3,"very low","very low"
"2552",4,3,4,3,4,3,2,4,2,4,2,4,"No",-123.156495626922,49.2682767250357,"Kitsilano",3.5,3,"low","very low"
"2553",2,1,2,1,2,1,2,4,4,4,4,4,"Yes",-123.138775692117,49.2612884043828,"Fairview",1.5,3.66666666666667,"very low","very low"
"2554",5,1,5,1,5,1,2,4,4,4,4,4,"Yes",-123.138730657902,49.2624374256737,"Fairview",3,3.66666666666667,"low","very low"
"2555",5,1,5,1,5,1,2,4,4,4,4,4,"Yes",-123.138740310185,49.262203448682,"Fairview",3,3.66666666666667,"low","very low"
"2556",3,3,3,3,3,3,2,4,2,4,2,4,"No",-123.119706220058,49.2802349427475,"Downtown",3,3,"low","very low"
"2557",3,3,3,3,3,3,2,4,2,4,2,4,"No",-123.120280370893,49.279854587976,"Downtown",3,3,"low","very low"
"2558",3,3,3,3,3,3,2,4,2,4,2,4,"No",-123.120033297916,49.2800184762366,"Downtown",3,3,"low","very low"
"2559",3,3,3,3,3,3,2,4,2,4,2,4,"No",-123.119125088089,49.2806204290884,"Downtown",3,3,"low","very low"
"2560",4,1,4,1,4,1,3,4,3,4,3,4,"No",-123.155066213076,49.2678459920352,"Kitsilano",2.5,3.5,"low","very low"
"2561",5,1,5,1,5,1,2,4,2,4,2,4,"No",-123.139542191065,49.2696272143503,"Fairview",3,3,"low","very low"
"2562",1,1,1,1,1,1,2,4,2,4,2,4,"Yes",-123.113440179366,49.2677405136722,"Mount Pleasant",1,3,"very low","very low"
"2563",1,1,1,1,1,1,2,4,2,4,2,4,"Yes",-123.113536425641,49.2678236787068,"Mount Pleasant",1,3,"very low","very low"
"2564",1,1,1,1,1,1,2,4,2,4,2,4,"Yes",-123.113536425641,49.2678236787068,"Mount Pleasant",1,3,"very low","very low"
"2565",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.124807677341,49.2883607691839,"Downtown",1.5,3,"very low","very low"
"2566",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.144399479485,49.2688383040058,"Fairview",1,3,"very low","very low"
"2567",5,6,5,6,5,6,2,4,2,4,2,4,"No",-123.149109659665,49.2681600112267,"Kitsilano",5.5,3,"moderate","very low"
"2568",5,6,5,6,5,6,2,4,2,4,2,4,"No",-123.149275855782,49.2681627650462,"Kitsilano",5.5,3,"moderate","very low"
"2569",5,6,5,6,5,6,2,4,2,4,2,4,"No",-123.149597319014,49.2681679173153,"Kitsilano",5.5,3,"moderate","very low"
"2570",5,6,5,6,5,6,2,4,2,4,2,4,"No",-123.150032247044,49.2681750892561,"Kitsilano",5.5,3,"moderate","very low"
"2571",5,6,5,6,5,6,2,4,2,4,2,4,"No",-123.148876458362,49.267985652118,"Kitsilano",5.5,3,"moderate","very low"
"2572",5,6,5,6,5,6,2,4,2,4,2,4,"No",-123.149385683781,49.2679937561898,"Kitsilano",5.5,3,"moderate","very low"
"2573",5,6,5,6,5,6,2,4,2,4,2,4,"No",-123.149716577226,49.2679994536367,"Kitsilano",5.5,3,"moderate","very low"
"2574",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.117435303194,49.2766465757506,"Downtown",1,3,"very low","very low"
"2575",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.126598683359,49.2883862561697,"Downtown",1,3,"very low","very low"
"2576",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.117435303194,49.2766465757506,"Downtown",1,3,"very low","very low"
"2577",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.12582684641,49.2725222902675,"Downtown",1,3.5,"very low","very low"
"2578",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.126044707003,49.2720946821887,"Downtown",1,3.5,"very low","very low"
"2579",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.126281242895,49.2719082773782,"Downtown",1,3.5,"very low","very low"
"2580",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.12661947729,49.2716846195194,"Downtown",1,3.5,"very low","very low"
"2581",5,6,5,6,5,6,2,4,2,4,2,4,"No",-123.1484405318,49.2681490351193,"Kitsilano",5.5,3,"moderate","very low"
"2582",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.098508132446,49.2729445895675,"Strathcona",1,3,"very low","very low"
"2583",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.09774732553,49.2838279852785,"Strathcona",1.5,3,"very low","very low"
"2584",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.097699723703,49.2835016356377,"Strathcona",1.5,3,"very low","very low"
"2585",6,3,6,3,6,3,2,4,2,4,2,4,"No",-123.146406171845,49.2708818265349,"Kitsilano",4.5,3,"moderate","very low"
"2586",5,1,5,1,5,1,2,4,4,4,4,4,"Yes",-123.138491533845,49.261906725311,"Fairview",3,3.66666666666667,"low","very low"
"2587",2.5,0.5,2.5,0.5,2.5,0.5,24,24,24,24,24,24,"No",-123.13976625734,49.2697153843179,"Fairview",1.5,24,"very low","very high"
"2588",5,1,5,1,5,1,2,4,2,4,2,4,"No",-123.139677642228,49.2697131437289,"Fairview",3,3,"low","very low"
"2589",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.099417768922,49.2836341893688,"Strathcona",1,3,"very low","very low"
"2590",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.099422670216,49.2835141805294,"Strathcona",1,3,"very low","very low"
"2591",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.099695959861,49.283434985423,"Downtown",1,3,"very low","very low"
"2592",3,2,3,2,3,2,2,4,2,4,2,4,"No",-123.099570033099,49.2800461339543,"Strathcona",2.5,3,"low","very low"
"2593",3,2,3,2,3,2,2,4,2,4,2,4,"No",-123.099575361696,49.279927015188,"Strathcona",2.5,3,"low","very low"
"2594",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.157992638434,49.2336819714213,"Kerrisdale",1,3.5,"very low","very low"
"2595",3,5,3,5,3,5,3,4,3,4,3,4,"No",-123.146268177981,49.2681134860009,"Kitsilano",4,3.5,"moderate","very low"
"2596",5,1,5,1,5,1,2,4,2,4,2,4,"No",-123.154482476027,49.2682441459971,"Kitsilano",3,3,"low","very low"
"2597",5,1,5,1,5,1,2,4,2,4,2,4,"No",-123.154820010752,49.2682497569832,"Kitsilano",3,3,"low","very low"
"2598",2,2,2,2,2,2,3,4,3,4,3,4,"No",-123.10564064432,49.2804389420801,"Downtown",2,3.5,"low","very low"
"2599",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.097867373973,49.2835059014039,"Strathcona",1.5,3,"very low","very low"
"2600",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.097753026096,49.2826842619592,"Strathcona",1,3,"very low","very low"
"2601",5,1,5,1,5,1,2,4,2,4,2,4,"No",-123.153980690742,49.268066036171,"Kitsilano",3,3,"low","very low"
"2602",3,2,3,2,3,2,2,4,2,4,2,4,"No",-123.097859621747,49.2804152011598,"Strathcona",2.5,3,"low","very low"
"2603",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.143896216264,49.2680754192559,"Fairview",1,3.5,"very low","very low"
"2604",4,1,4,1,4,1,3,4,3,4,3,4,"No",-123.155230341737,49.2679392048093,"Kitsilano",2.5,3.5,"low","very low"
"2605",4,4,4,4,4,4,2,4,2,4,2,4,"No",-123.1236734254,49.2818564275901,"Downtown",4,3,"moderate","very low"
"2606",5,6,5,6,5,6,2,4,2,4,2,4,"No",-123.149882759226,49.2680022515774,"Kitsilano",5.5,3,"moderate","very low"
"2607",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.12672784304,49.2717701709471,"Downtown",1,3.5,"very low","very low"
"2608",4,1,4,1,4,1,2,4,4,4,4,4,"Yes",-123.137630027944,49.2597734608275,"Fairview",2.5,3.66666666666667,"low","very low"
"2609",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.101232736264,49.2605831974644,"Mount Pleasant",1,3,"very low","very low"
"2610",5,2,5,2,5,2,2,4,2,4,2,4,"No",-123.15104221985,49.2681908822725,"Kitsilano",3.5,3,"low","very low"
"2611",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.129582892964,49.2882109426409,"West End",1,3,"very low","very low"
"2612",4,1,4,1,4,1,2,4,4,4,4,4,"Yes",-123.138154506292,49.2597820999446,"Fairview",2.5,3.66666666666667,"low","very low"
"2613",2,1,2,1,2,1,3,4,3,4,3,4,"No",-123.140846119087,49.2658445893548,"Fairview",1.5,3.5,"very low","very low"
"2614",3,2,3,2,3,2,2,4,4,4,4,4,"Yes",-123.13923215604,49.2598858704165,"Fairview",2.5,3.66666666666667,"low","very low"
"2615",3,2,3,2,3,2,2,4,4,4,4,4,"Yes",-123.139594866183,49.2598918193564,"Fairview",2.5,3.66666666666667,"low","very low"
"2616",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.11531250448,49.2542085953305,"South Cambie",1,3,"very low","very low"
"2617",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.114949855071,49.2561802680681,"Riley Park",1,3,"very low","very low"
"2618",1,2,1,2,1,2,2,4,2,4,2,4,"No",-123.115017117821,49.255242737422,"Riley Park",1.5,3,"very low","very low"
"2619",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.100771434276,49.2635706035151,"Mount Pleasant",1,3,"very low","very low"
"2620",5,1,5,1,5,1,2,4,2,4,2,4,"No",-123.139519189487,49.2697086576653,"Fairview",3,3,"low","very low"
"2621",3,5,3,5,3,5,3,4,3,4,3,4,"No",-123.146744665115,49.268122776547,"Kitsilano",4,3.5,"moderate","very low"
"2622",3,5,3,5,3,5,3,4,3,4,3,4,"No",-123.146744665115,49.268122776547,"Kitsilano",4,3.5,"moderate","very low"
"2623",5,2,5,2,5,2,2,4,4,4,4,4,"Yes",-123.138446011508,49.2631245512992,"Fairview",3.5,3.66666666666667,"low","very low"
"2624",2,1,2,1,2,1,3,4,3,4,3,4,"No",-123.112806402702,49.2673423949442,"Mount Pleasant",1.5,3.5,"very low","very low"
"2625",2,1,2,1,2,1,3,4,3,4,3,4,"No",-123.11281122185,49.2672314254455,"Mount Pleasant",1.5,3.5,"very low","very low"
"2626",2,1,2,1,2,1,3,4,3,4,3,4,"No",-123.11281122185,49.2672314254455,"Mount Pleasant",1.5,3.5,"very low","very low"
"2627",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.097771545982,49.2828088114835,"Strathcona",1,3,"very low","very low"
"2628",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.097739136828,49.2825720139132,"Strathcona",1,3,"very low","very low"
"2629",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.160587449253,49.2345821467835,"Kerrisdale",1.5,3,"very low","very low"
"2630",1,2,1,2,1,2,2,4,2,4,2,4,"No",-123.115258384753,49.2554818777612,"South Cambie",1.5,3,"very low","very low"
"2631",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.122250219989,49.2783790648457,"Downtown",1,3.5,"very low","very low"
"2632",6,1,6,1,6,1,2,4,4,4,4,4,"Yes",-123.138586645814,49.25940441309,"Fairview",3.5,3.66666666666667,"low","very low"
"2633",5,4,5,4,5,4,2,4,2,4,2,4,"No",-123.106441366934,49.2829390015877,"Downtown",4.5,3,"moderate","very low"
"2634",3,5,3,5,3,5,3,4,3,4,3,4,"No",-123.146192990373,49.2679421416198,"Kitsilano",4,3.5,"moderate","very low"
"2635",3,5,3,5,3,5,3,4,3,4,3,4,"No",-123.146527429429,49.2679478077327,"Kitsilano",4,3.5,"moderate","very low"
"2636",5,4,5,4,5,4,2,4,2,4,2,4,"No",-123.105056217825,49.2825431321956,"Downtown",4.5,3,"moderate","very low"
"2637",5,4,5,4,5,4,2,4,2,4,2,4,"No",-123.105821177508,49.2826838653451,"Downtown",4.5,3,"moderate","very low"
"2638",3,3,3,3,3,3,3,4,3,4,3,4,"No",-123.117562017774,49.2598563408445,"Fairview",3,3.5,"low","very low"
"2639",1,2,1,2,1,2,2,4,2,4,2,4,"No",-123.100862471537,49.2823725064032,"Downtown",1.5,3,"very low","very low"
"2640",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.095741155098,49.2822743541411,"Strathcona",1,3,"very low","very low"
"2641",3,5,3,5,3,5,3,4,3,4,3,4,"No",-123.146855598456,49.2679527972116,"Kitsilano",4,3.5,"moderate","very low"
"2642",6,3,6,3,6,3,2,4,2,4,2,4,"No",-123.146406171845,49.2708818265349,"Kitsilano",4.5,3,"moderate","very low"
"2643",2,6,2,6,2,6,2,4,2,4,2,4,"No",-123.155075627638,49.2721830233671,"Kitsilano",4,3,"moderate","very low"
"2644",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.097788183373,49.2829269940111,"Strathcona",1,3,"very low","very low"
"2645",2,1,2,1,2,1,3,4,3,4,3,4,"No",-123.170028027444,49.2638021885174,"Kitsilano",1.5,3.5,"very low","very low"
"2646",2,1,2,1,2,1,3,4,3,4,3,4,"No",-123.17407544833,49.263945904747,"Kitsilano",1.5,3.5,"very low","very low"
"2647",4,1,4,1,4,1,2,4,4,4,4,4,"Yes",-123.13889067433,49.25813932076,"Fairview",2.5,3.66666666666667,"low","very low"
"2648",3,6,3,6,3,6,2,4,2,4,2,4,"No",-123.155105786288,49.2713623511755,"Kitsilano",4.5,3,"moderate","very low"
"2649",5,3,5,3,5,3,2,4,2,4,2,4,"No",-123.157520687279,49.2346759978774,"Arbutus-Ridge",4,3,"moderate","very low"
"2650",5,3,5,3,5,3,2,4,2,4,2,4,"No",-123.157447210428,49.234537760031,"Kerrisdale",4,3,"moderate","very low"
"2651",5,2,5,2,5,2,2,4,2,4,2,4,"No",-123.117540415231,49.2647067591854,"Fairview",3.5,3,"low","very low"
"2652",5,2,5,2,5,2,2,4,2,4,2,4,"No",-123.117553227564,49.2643720345714,"Fairview",3.5,3,"low","very low"
"2653",4,3,4,3,4,3,2,4,2,4,2,4,"No",-123.155892233121,49.2680969710416,"Kitsilano",3.5,3,"low","very low"
"2654",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.126477585286,49.2884660050095,"Downtown",1,3,"very low","very low"
"2655",4,1,4,1,4,1,3,4,3,4,3,4,"No",-123.155245118474,49.2675229949447,"Kitsilano",2.5,3.5,"low","very low"
"2656",5,2,5,2,5,2,2,4,2,4,2,4,"No",-123.151715429685,49.2682012982415,"Kitsilano",3.5,3,"low","very low"
"2657",5,2,5,2,5,2,2,4,2,4,2,4,"No",-123.152046390404,49.2682059814658,"Kitsilano",3.5,3,"low","very low"
"2658",5,2,5,2,5,2,2,4,2,4,2,4,"No",-123.152046390404,49.2682059814658,"Kitsilano",3.5,3,"low","very low"
"2659",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.10217995781,49.280997110648,"Downtown",1.5,3,"very low","very low"
"2660",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.10217995781,49.280997110648,"Downtown",1.5,3,"very low","very low"
"2661",3,1,3,1,3,1,2,4,2,4,2,4,"No",-123.153272031853,49.2336210555453,"Kerrisdale",2,3,"low","very low"
"2662",4,5,4,5,4,5,2,4,2,4,2,4,"Yes",-123.123461758539,49.2855889230851,"West End",4.5,3,"moderate","very low"
"2663",3,1,3,1,3,1,2,4,2,4,2,4,"No",-123.153272031853,49.2336210555453,"Kerrisdale",2,3,"low","very low"
"2664",4,5,4,5,4,5,2,4,2,4,2,4,"Yes",-123.124595252068,49.2848385614704,"West End",4.5,3,"moderate","very low"
"2665",3,1,3,1,3,1,2,4,2,4,2,4,"No",-123.154130327769,49.2336332355631,"Kerrisdale",2,3,"low","very low"
"2666",1,2,1,2,1,2,3,4,3,4,3,4,"No",-123.174056721332,49.2644598292432,"Kitsilano",1.5,3.5,"very low","very low"
"2667",1,2,1,2,1,2,3,4,3,4,3,4,"No",-123.174056721332,49.2644598292432,"Kitsilano",1.5,3.5,"very low","very low"
"2668",2,1,2,1,2,1,3,4,3,4,3,4,"No",-123.17407544833,49.263945904747,"Kitsilano",1.5,3.5,"very low","very low"
"2669",2,1,2,1,2,1,3,4,3,4,3,4,"No",-123.173906570124,49.2637786322783,"Kitsilano",1.5,3.5,"very low","very low"
"2670",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.10082527517,49.2622094648058,"Mount Pleasant",1,3,"very low","very low"
"2671",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.161792101299,49.2347449351508,"Arbutus-Ridge",1,3,"very low","very low"
"2672",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.161747174712,49.2345994908302,"Kerrisdale",1,3,"very low","very low"
"2673",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.161747174712,49.2345994908302,"Kerrisdale",1,3,"very low","very low"
"2674",5,1,5,1,5,1,2,4,4,4,4,4,"Yes",-123.13848201889,49.2621410619375,"Fairview",3,3.66666666666667,"low","very low"
"2675",3,1,3,1,3,1,2,4,4,4,4,4,"Yes",-123.138544266299,49.2604913645341,"Fairview",2,3.66666666666667,"low","very low"
"2676",5,4,5,4,5,4,2,4,4,4,4,4,"Yes",-123.138173914167,49.2616633353874,"Fairview",4.5,3.66666666666667,"moderate","very low"
"2677",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.148221450359,49.2634732221796,"Kitsilano",1,3,"very low","very low"
"2678",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.135944428866,49.2779919221298,"West End",1,3.5,"very low","very low"
"2679",3,1,3,1,3,1,2,4,2,4,2,4,"No",-123.111955458524,49.2632574212288,"Mount Pleasant",2,3,"low","very low"
"2680",3,1,3,1,3,1,2,4,2,4,2,4,"No",-123.112127684383,49.2632604924929,"Mount Pleasant",2,3,"low","very low"
"2681",3,1,3,1,3,1,2,4,2,4,2,4,"No",-123.112393236078,49.2630822193346,"Mount Pleasant",2,3,"low","very low"
"2682",3,1,3,1,3,1,2,4,2,4,2,4,"No",-123.112463063976,49.2632662832735,"Mount Pleasant",2,3,"low","very low"
"2683",3,1,3,1,3,1,2,4,2,4,2,4,"No",-123.112588264242,49.2630796007482,"Mount Pleasant",2,3,"low","very low"
"2684",3,1,3,1,3,1,2,4,2,4,2,4,"No",-123.112644086375,49.2632693452053,"Mount Pleasant",2,3,"low","very low"
"2685",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.153884379617,49.2344735673167,"Kerrisdale",1.5,3,"very low","very low"
"2686",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.131013652811,49.277738259835,"Downtown",1,3.5,"very low","very low"
"2687",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.126787125611,49.2893107078054,"Downtown",1,3,"very low","very low"
"2688",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.155420529099,49.2361041582331,"Arbutus-Ridge",1,3.5,"very low","very low"
